region,district_ms,Class,Latitude,Longitude,Employed Population,Unemployed Population,Incidence of Poverty,Intensity of Poverty,Illiterate Population,Uninsured Population,Male Population 0-14,Female Population 0-14,Male Population 15-64,Female Population 15-64,Male Population 65+,Female Population 65+,Total Population,latitude,longitude,total_population,poverty_rate,intensity_poverty,uninsured_rate,illiteracy_rate,female_pop_prop,working_age_prop,abr,anc_skilled,decision_autonomy,demand_fp_satisfied,facility_delivery,ipv_12months,modern_cpr,no_insurance_women,no_postnatal_checkup,sba,tfr,unmet_need_fp,wife_beating_justified,women_anemia,women_edu_secondary,women_literacy,pnc_coverage,district,composite_maternal_index,composite_pca,risk_label,data_source_dhs,data_source_census,data_source_geojson
Western,Nzema East Municipal,Municipal,5.08576495,-2.22263416898707,32893,27539,38.2,43,32560,46450,17234,16955,30240,27556,1116,1520,94621,5.08576495,-2.22263416898707,94621,38.2,43.0,49.09058242884772,34.410965853246104,48.647763181534756,61.08157808520307,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Nzema East Municipal,44.48545398571409,47.18560159652696,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Prestea/Huni Valley Municipal,Municipal,5.44481979999999,-2.04050432321944,73612,73038,29.5,43.8,59020,112064,41865,40786,72937,67695,2942,3076,229301,5.44481979999999,-2.04050432321944,229301,29.5,43.8,48.872006663730204,25.7390940292454,48.65089990885343,61.33073994443984,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Prestea/Huni Valley Municipal,48.761425288671425,52.573974667186995,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,"Sekondi Takoradi Metropolitan Area (STMA)-Takoradi, Sekondi & Essikado-Ketan",Metropolitan,4.95328,-1.73308,85174,86453,10.1,42.6,23679,49217,36872,36883,77931,82625,4541,6530,245382,4.95328,-1.73308,245382,10.1,42.6,20.057298416346757,9.649852067388807,51.36399572910808,65.43104221173517,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,"Sekondi Takoradi Metropolitan Area (STMA)-Takoradi, Sekondi & Essikado-Ketan",63.41563883791112,70.13241939949403,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Shama,District,5.0606463,-1.64288365568687,38185,36098,22,44.4,24535,35638,21733,21208,33497,35874,1980,2932,117224,5.0606463,-1.64288365568687,117224,22.0,44.4,30.40162424076981,20.930014331536203,51.19600081894493,59.17815464410019,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Shama,55.604483328712476,60.62702189038901,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Tarkwa-Nsuaem Municipal,Municipal,5.310935,-1.992426,74018,73132,18.2,43.5,39035,62189,36129,35830,74620,67080,2538,2912,219109,5.310935,-1.992426,219109,18.2,43.5,28.382677115043197,17.815333920560086,48.29650995623183,64.67100849348955,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Tarkwa-Nsuaem Municipal,57.70313619047999,63.22253100467853,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Wassa Amenfi Central,District,5.7890318,-2.0839856,39525,34394,37.6,43,40255,55487,22543,21537,38197,32215,1827,1680,117999,5.7890318,-2.0839856,117999,37.6,43.0,47.02327985830389,34.11469588725328,46.976669293807575,59.67169213298418,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Wassa Amenfi Central,45.13409140957606,47.939038582218465,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Wassa Amenfi East Municipal,Municipal,5.87660585,-1.98975398510416,55415,62692,35.5,44.4,57887,82600,31302,30287,61347,51720,2634,2406,179696,5.87660585,-1.98975398510416,179696,35.5,44.4,45.96652123586502,32.21385005787552,46.97544742231324,62.92126702875969,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Wassa Amenfi East Municipal,46.32775543438011,49.413193514025494,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Wassa Amenfi West Municipal,Municipal,5.7735167,-2.5321498,48494,36169,24.9,42,39203,36463,23579,22758,43434,37508,1924,1797,131000,5.7735167,-2.5321498,131000,24.9,42.0,27.834351145038166,29.92595419847328,47.376335877862594,61.78778625954199,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Wassa Amenfi West Municipal,53.1607427199045,57.62382672278381,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western,Wassa East,District,5.3622378,-1.62070954561049,37479,24536,38,42,31560,53204,19411,18215,29878,28067,1911,2159,99641,5.3622378,-1.62070954561049,99641,38.0,42.0,53.395690528999104,31.67370861392399,48.61552975180899,58.153772041629445,76.0,92.9,68.9,55.4,85.0,28.2,28.1,11.6,12.7,86.8,3.6,12.5,12.6,45.9,76.9,65.4,87.3,Wassa East,44.331563966404325,47.07316877065904,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Aowin Municipal,Municipal,5.69311555,-2.7557437678514,48339,36622,37.1,41.9,51625,44974,24663,23633,43488,37969,1980,1524,133257,5.69311555,-2.7557437678514,133257,37.1,41.9,33.74982177296502,38.740929181956666,47.37162025259461,61.127745634375685,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Aowin Municipal,63.51591458151756,64.66599727809137,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Bia East,District,6.817878,-3.00681786775424,20133,12438,32.9,41.5,22623,23293,10619,9883,16617,14414,918,622,53073,6.817878,-3.00681786775424,53073,32.9,41.5,43.888606259303224,42.62619410999943,46.95231096791212,58.46852448514311,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Bia East,61.34572550361553,62.51605995508851,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Bia West,District,6.56894165,-3.06628883975843,38243,33676,24.5,41.3,11991,8269,22464,21498,35895,33204,1596,1224,115881,6.56894165,-3.06628883975843,115881,24.5,41.3,7.135768590191661,10.34768426230357,48.261578688482146,59.629274859554194,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Bia West,79.31930535971637,83.21490125379856,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Bibiani Anhwiaso Bekwai Municipal,Municipal,6.29602085,-2.23398871855776,54933,53406,25.8,41.9,22658,14946,30105,29527,50059,52106,2634,3540,167971,6.29602085,-2.23398871855776,167971,25.8,41.9,8.897964529591418,13.4892332605033,50.70696727411279,60.82299920819665,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Bibiani Anhwiaso Bekwai Municipal,77.8409779561738,81.46411614611728,LOW,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Bodi,District,6.24012575,-2.87347603617418,23327,18638,18.6,41.7,38497,24824,12137,11646,20465,19320,1051,1129,65748,6.24012575,-2.87347603617418,65748,18.6,41.7,37.75628155989536,58.55235140232402,48.81517308511285,60.511346352740766,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Bodi,61.809494848950344,63.73403695848442,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Juaboso,District,6.3415722,-2.8235416,29440,27877,18.9,42.3,39907,30473,16061,15436,28339,26307,1322,1349,88814,6.3415722,-2.8235416,88814,18.9,42.3,34.311032044497495,44.93323124732587,48.51937757560745,61.5285878352512,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Juaboso,65.97528205450138,68.4759026942433,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Sefwi Akontombra,District,6.0425529,-2.8760069,25005,16732,24.5,42.2,29528,18022,13046,11906,20785,18801,1192,959,66689,6.0425529,-2.8760069,66689,24.5,42.2,27.02394697776245,44.27716714900508,47.48309316379013,59.35911469657664,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Sefwi Akontombra,66.39253063473396,68.5669694556269,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Sefwi Wiawso Municipal,Municipal,6.30540429999999,-2.51755838219394,51890,46609,33.3,42.4,42460,37320,26975,25746,46395,46745,2535,2824,151220,6.30540429999999,-2.51755838219394,151220,33.3,42.4,24.679275228144427,28.078296521624125,49.80491998412908,61.5923819600582,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Sefwi Wiawso Municipal,69.04269869555017,71.1236676810478,MODERATE,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
Western North,Suaman,District,6.10824159999999,-3.00869712063798,12182,13089,37.5,41.3,19265,22574,6746,6251,13440,11022,421,388,38268,6.10824159999999,-3.00869712063798,38268,37.5,41.3,58.989233824605414,50.342322567157936,46.1508309814989,63.922859830667925,56.0,99.6,41.1,49.3,88.9,25.8,25.2,8.7,12.6,89.3,3.8,16.6,27.3,36.3,71.1,47.8,87.4,Suaman,55.126964069757264,55.29433602426938,HIGH,Ghana DHS 2022 Subnational,Ghana GSS Census 2021,Ghana_New_260_District.geojson
